Fe,Ni,Co,Cr,Cu,TEC
0.11393657665171962,0.030972442664464885,0.2860979565301653,0.18875763303936954,0.38023539111428045,12.94227229114259
0.11537213324753443,0.3003704674390791,0.12612584983039446,0.12932481263435439,0.32880673684863765,13.15829154232781
0.16855274319348582,0.04694248656075393,0.009527943616711273,0.45904311714387797,0.3159337094851709,13.714731087072977
0.593954664804016,0.1168146489935873,0.07151489436595901,0.007146719490701822,0.21056907234573577,11.881856709710883
0.1881433435923255,0.1051068537658811,0.12143018269923858,0.49496187436531014,0.09035774557724466,12.873836568543947
0.1262796464284853,0.2679296410314235,0.08839795976158474,0.1703080508500357,0.34708470192847063,13.851018231896115
0.44350416741009446,0.023626583245431567,0.38787992665015564,0.10062161651059573,0.04436770618372268,11.732593572274013
0.09299477012843649,0.5921851413950159,0.10266430162956815,0.06031564000337251,0.15184014684360697,12.821658891812664
0.34619478141430027,0.09945488567902916,0.1739306249867556,0.17272449489370403,0.20769521302621086,12.415805146439364
0.03672775403613584,0.2516545598424327,0.049330654125912886,0.10422639891333611,0.5580606330821823,14.106810309076579
0.2935825203588452,0.5033136931660164,0.08643595386923125,0.09759756499846854,0.019070267607438626,11.201407026441203
0.1994368307612568,0.35194086248417583,0.20996060046072343,0.10010881906788457,0.13855288722595946,11.67044532451464
0.19458008267204188,0.07280408727098377,0.14270873599482706,0.22053205239634244,0.36937504166580476,13.312766234001712
0.008375210046218249,0.3354814061863727,0.20644630546668366,0.017812096765297616,0.43188498153542765,12.413632147100705
0.42675207333562387,0.010602432590710613,0.05453679658310744,0.2760571897425152,0.23205150774804292,12.684726577249291
0.08070959455209782,0.09294362077091192,0.18311239321923292,0.2621988596540519,0.3810355318037055,13.264844252099914
0.1652387522359486,0.22288175559088583,0.4940259536232683,0.013415797232911909,0.10443774131698556,11.49400714924385
0.24524227469547724,0.442747472874878,0.14068482033016777,0.14907559351832195,0.022249838581155063,11.414377032822049
0.245223892413279,0.3144585411566326,0.11480685409530919,0.12968285449421768,0.19582785784056156,13.079387032663831
0.017316500801558398,0.3319966891229323,0.2028893550551761,0.3388501170428364,0.10894733797749694,12.715341618536629
0.3405370310730379,0.13861124042948336,0.17497813388685812,0.23964643959929682,0.10622715501132396,11.975830638853758
0.024720792830133047,0.20940238455668003,0.24030326044256284,0.37196328206691265,0.15361028010371153,11.76937684430179
0.048651252339086924,0.11897269079581245,0.16080415283276311,0.37008499764184644,0.3014869063904911,13.065527620428002
0.07269688494766373,0.7111363279817831,0.1537201749822125,0.04471971015861053,0.01772690192973032,10.751515934837634
0.14233747420732135,0.2422283288772332,0.15029707932725228,0.17717653870450845,0.28796057888368476,12.885622614579823
0.04988918102545111,0.5949815238249462,0.021914201018472582,0.19478865158306982,0.1384264425480603,12.482075572404057
0.3975029282857374,0.01169556893963105,0.049926814414428984,0.3434103286308712,0.1974643597293314,12.003926512932939
0.2860047621330556,0.05022072807078012,0.0315525549944378,0.18597526345889645,0.44624669134282996,13.36042439007738
0.22204163468951144,0.23134113674638376,0.08963939651766492,0.4004671581426758,0.05651067390376418,12.43814441035582
0.19046671332645165,0.2698782412004939,0.3450447642432903,0.1352022604561375,0.05940802077362663,12.007768436905534
0.31672228097237287,0.11435967561823981,0.29229429749833435,0.05630108378212169,0.2203226621289312,11.811731179757782
0.5303798498943992,0.03711009266214674,0.2861876016706478,0.10066432359832025,0.045658132174485964,12.554933015265926
0.5688619544230077,0.04810945015312493,0.2052400992520299,0.03633446253377369,0.14145403363806386,11.112563320884913
0.36326742763468306,0.23032493162186923,0.16225616051832895,0.13501266434778034,0.10913881587733854,12.861006872018342
0.28748948332846586,0.1924439484772908,0.3634241577473694,0.014385392512628496,0.1422570179342454,11.609341341637888
0.5296101307797275,0.03800925530078979,0.013080034673931738,0.2568839957595928,0.16241658348595814,13.276208110921178
0.46280333772533866,0.03778521917615117,0.3980469519074361,0.05651279343388647,0.044851697757187746,11.463131121636888
0.04330647326743272,0.40667625137581537,0.2640732503008467,0.17867944454862017,0.10726458050728496,12.631444175755826
0.3925146173770862,0.09326472893244966,0.3174405830346422,0.10823052403992532,0.08854954661589663,11.599432277561888
0.18712888898746172,0.10804426784703088,0.414763296647529,0.2104587315337489,0.07960481498422946,11.175665736369346
0.3323582255999825,0.0700382228170327,0.11341347145022905,0.34264791442034714,0.14154216571240844,13.42202356950282
0.027743773556680576,0.6272561942583823,0.22051294921193812,0.09101617594229812,0.03347090703070073,11.739170763640603
0.22230108041354998,0.13616288030958776,0.10726916117285468,0.3156255149121923,0.21864136319181518,13.025603276410129
0.07408854491206318,0.16825633015343922,0.1286684692396623,0.6136242767154672,0.015362378979368116,13.326562570554378
0.12949772264326803,0.22062203610587391,0.3213473945255322,0.06426044240051498,0.26427240432481097,11.730535466476923
0.027719278552640555,0.4429982053436696,0.03224342970491704,0.11970497468554173,0.377334111713231,13.544818386577802
0.04058720058336969,0.06506900236509788,0.32011685861565214,0.31813101998115595,0.2560959184547244,12.310303189873158
0.4109491830103061,0.2715832548205897,0.10068368846116271,0.14722760583713337,0.06955626787080806,12.162058157623612
0.3256675724552989,0.11926902885234685,0.06977433823505748,0.08443924359358133,0.4008498168637154,13.225799122203547
0.061257688178601215,0.32472315001711904,0.25942479924057904,0.34786906920180444,0.0067252933618963,11.27301895468377
0.22044494775402734,0.2883241357697725,0.08925389949019039,0.12785683680653953,0.27412018017947015,12.446219475357623
0.3286501470377804,0.04428131384489225,0.22974045332909424,0.2496774729025342,0.14765061288569906,13.03352358755928
0.1808223852717352,0.3693328326113793,0.3522741576126421,0.08127429302539003,0.016296331478853437,11.909347713041758
0.3906437769314807,0.1702496530997567,0.012415965706393996,0.23651271493910075,0.19017788932326787,12.869151020302048
0.281364505257404,0.3441189597977598,0.19583164902428352,0.02166071789730855,0.15702416802324418,12.233462012123576
0.490157965697041,0.0014014573876752826,0.12246762492805222,0.15327642900573635,0.23269652298149526,12.535947709778757
0.4749045029965883,0.08000177756471617,0.0801766497662911,0.25166710742679144,0.11324996224561293,13.235188941258434
0.13442126667077986,0.31825917595451897,0.08022496956973854,0.1025426466875411,0.36455194111742145,12.986843565347018
0.10193907681673701,0.4625470408205016,0.08450565443272437,0.16315893788421726,0.18784929004581968,12.75519601416576
0.002801206375136955,0.23149061452948952,0.04166626293417847,0.6898375779763803,0.03420433818481487,13.627051927721691
0.06697814135845084,0.011158427267139262,0.7214464644409981,0.08724611640188693,0.11317085053152494,10.638803054892456
0.01651541745758134,0.3297125554393819,0.05604154250778234,0.5431194613654743,0.05461102322978022,13.645823768970436
0.11835435186746943,0.020829217021295428,0.357342368760843,0.4654527605995369,0.03802130175085526,11.332327603758497
0.3797402968270409,0.1534805564056433,0.1888931850275924,0.14772265158886447,0.13016331015085877,13.049108603337087
0.1346841396002645,0.027703769432581835,0.0329754514517698,0.32497557075294214,0.4796610687624418,13.674157867537213
0.19741877347200193,0.13338542089534383,0.43633158087697554,0.2220008993963343,0.010863325359344454,11.371578789505943
0.06101662313310144,0.4523440462911782,0.38656569960463816,0.009872083837789345,0.09020154713329293,10.567276282355815
0.08432553284092464,0.35763834150874435,0.006388683389821601,0.03528071629423063,0.5163667259662789,13.361846526871693
0.10298421680561883,0.5538315073534298,0.14244987075217705,0.054843888240817866,0.14589051684795637,11.715134375887299
0.1941287637506952,0.29334402978738877,0.2687069067220298,0.07669753616905486,0.1671227635708312,11.77517760883528
0.0778819222472348,0.11778827793930131,0.7695384880827996,0.004443263595290875,0.030348048135373354,10.489976580739015
0.12382467492349941,0.014287525332488692,0.10637220335292727,0.46478362248074473,0.29073197391033984,13.835522755982737
0.4351714826116078,0.33160384426995543,0.08155536207347501,0.058557993566287145,0.09311131747867467,11.640108625523185
0.2540301459070496,0.0888395211948277,0.27858272456816463,0.14992577462084103,0.22862183370911685,12.50742704062284
0.10454458386807368,0.06364728912251477,0.5410872521084473,0.2631754469543196,0.027545427946644614,10.847465255631738
0.28534980675275573,0.0940126268918549,0.31644274069305534,0.22629787696171594,0.07789694870061797,11.499875135356953
0.009399805586225312,0.12942257536726146,0.3226615199940954,0.41515137800592355,0.12336472104649428,13.246860699335832
0.021298223421232606,0.2556487971063569,0.5904664078646037,0.10585567369752939,0.02673089791027734,10.690442871166296
0.08414219451965269,0.004913348674954506,0.6503406536693296,0.03316200756727123,0.22744179556879204,12.259491216747273
0.07655553000784139,0.1930936040228484,0.2519066699766922,0.4231808058053827,0.0552633901872353,12.175217439875963
0.002031933515378229,0.027052937218105973,0.42318830283429026,0.38052158498682537,0.16720524144540003,12.22716546421961
0.17629028167979133,0.21013310447482217,0.03704582923303153,0.4722821985139698,0.10424858609838507,13.482259977715012
0.1735104120316024,0.26279790608385567,0.01727690652652607,0.06531607121962493,0.48109870413839095,14.142662617160886
0.04065443352956323,0.4347294607873988,0.13241296688633591,0.2319659735073853,0.16023716528931684,12.508428242216814
0.12403703765652332,0.3582607243548671,0.09949284675317704,0.23581186908563864,0.18239752214979393,12.507803149810716
0.2001528785089667,0.5073174780000265,0.24226020189115713,0.044450429760956284,0.005819011838893184,11.496948487024762
0.10652572671176228,0.3166187951817767,0.01848988484191204,0.24021697764974825,0.3181486156148009,13.446770307751258
0.12057998274067899,0.43677178774754616,0.03340850492286377,0.02315099664271611,0.3860887279461949,13.571827512391808
0.1550156149378313,0.2641956815393994,0.1292889206165439,0.06409711359974728,0.38740266930647826,13.001890766583044
0.36096782939712657,0.266582076922434,0.07137329400031749,0.20045879461023536,0.10061800506988665,12.769238768135954
0.01518115207210895,0.393979864389771,0.023254478241252922,0.474237964785362,0.09334654051150525,13.764067478365524
0.03407092793845722,0.12991798684282888,0.3433451795348694,0.21927444867623327,0.2733914570076112,12.653050491099837
0.21062357508791504,0.23086171448363574,0.3705708735404395,0.05626608220303446,0.13167775468497514,11.894117068280986
0.0284364600373124,0.49995022951439844,0.3279647874907003,0.004575197658672072,0.13907332529891694,11.008697784858326
0.4225908162512955,0.03244937098588396,0.1367372356083554,0.4025954613277358,0.0056271158267294594,11.031934999840551
0.11319962856838102,0.033417458164655744,0.24452654632822093,0.33545488676566987,0.27340148017307236,13.028521542626365
0.09688888875495123,0.2985379844824424,0.28054510435640506,0.05792590087443534,0.26610212153176593,12.276692891553704
0.026656667193995273,0.641155097603087,0.1847641819407556,0.09081961503362321,0.056604438228538896,11.679123035897172
0.35641730472597644,0.1242192810559357,0.3858651171679054,0.02021538003624508,0.11328291701393743,11.72020668885354
0.1319213864950471,0.26609702310459105,0.0653002301300648,0.1672715664201343,0.3694097938501627,13.198334406322106
0.2891240169524141,0.08014600509723446,0.007465170235501892,0.6167680262380688,0.006496781476780851,13.493602168633391
0.15484968932249757,0.05612035934779662,0.20859707156420906,0.11953530664882835,0.4608975731166683,13.187856970324319
0.106777138024602,0.36035675232598957,0.12709284313504413,0.16161684508476087,0.24415642142960348,12.34724720311078
0.23619191094259662,0.4726770943238672,0.1669277306727021,0.06174856341492641,0.06245470064590762,12.352524552529715
0.5342206440258787,0.1089467869577174,0.046747346866302046,0.17487101125213061,0.1352142108979714,12.465888918366405
0.06919663085311564,0.05238977431271665,0.008468018094825714,0.003551368192167686,0.8663942085471744,14.850841983576277
0.10293991371326225,0.08944478411920433,0.2099170896031476,0.04540578641601653,0.5522924261483694,13.066446425766438
0.2147739733329664,0.013033954845445062,0.07522339467073333,0.29403089110206315,0.40293778604879216,13.174499462709285
0.09324683454362667,0.14067145168034556,0.027051355480880255,0.7000230734064868,0.03900728488866064,13.155037868906799
0.49092708500159726,0.1800311391737875,0.16063600593722155,0.12339253287126929,0.045013237016124474,12.005270820252676
0.07490791259803044,0.0960656755955165,0.07957754036518241,0.5832325879403842,0.16621628350088646,13.454256169366287
0.004382169285289053,0.2557301499603385,0.15829739234137183,0.19325689320237183,0.38833339521062893,13.003967864097831
0.05500019989392953,0.14527333857535174,0.40877330209868623,0.34283996142966555,0.04811319800236695,10.922873040069028
0.4373881190371529,0.0657074151345578,0.06549984847793422,0.1990510355520428,0.23235358179831248,12.64825065997294
0.2471826906434747,0.027332034899593776,0.5980330293533748,0.08793955600522906,0.0395126890983276,11.451290576167985
0.21924148914697567,0.311064916835369,0.19782297265356683,0.16555119626412046,0.10631942509996795,12.022951084767397
0.36657107116916404,0.041678093973624555,0.24044424471269213,0.2135599218038889,0.13774666834063046,12.129499697045064
0.37220621893550765,0.19835442384593788,0.02447658222354354,0.07202170251427456,0.33294107248073623,13.551090859719501
0.018762340713214306,0.4514246111239715,0.16194787748368733,0.15521111925281939,0.21265405142630764,12.190896464561316
0.391571766135985,0.09612329449049628,0.25486073124006364,0.18758165245076694,0.06986255568268822,11.209837074122637
0.24239095056124654,0.18351341698389273,0.12347246571546865,0.21849499006744652,0.2321281766719455,12.696866523923322
0.194185187242262,0.28587553856694814,0.18840717594918008,0.17962876305237013,0.15190333518923957,12.106251822623545
0.241664739807065,0.029869370093057478,0.36798269654595384,0.35534910151189725,0.005134092042026428,11.329337375425391
0.45634346158415595,0.036024960145271116,0.10657482130656334,0.35529349724581416,0.045763259718195275,12.369391154460834
0.37514531846037014,0.3929874958782936,0.1559528257507251,0.001410752319507938,0.07450360759110329,11.478145979987875
0.13257132419110834,0.5489435658529447,0.1380475818838401,0.0415648682361027,0.13887265983600414,12.198225837310579
0.16830012288836835,0.32802399750405653,0.02452379951130026,0.31024745891954175,0.16890462117673316,13.076527989230032
0.43877988154733466,0.055683143480264034,0.13328138341823084,0.3578604410330611,0.014395150521109646,13.22011719553417
0.4949912642558692,0.20820374713320705,0.01256097675559266,0.06402332407420294,0.22022068778112816,12.528185551273957
0.02925120465344886,0.36610473046214814,0.17807197263386113,0.406929791266956,0.019642300983585843,12.452351961905803
0.1922100660636412,0.34002023934127495,0.32500032538022594,0.12971617611125896,0.013053193103598903,11.329126511417666
0.5614838144328292,0.009844106251406196,0.00884670459071879,0.154610391966743,0.2652149827583029,12.5866872671001
0.15682291147758246,0.12254094756463475,0.06292477834759398,0.03407179013596059,0.6236395724742282,13.503723019222553
0.13542638747681113,0.14637872922778736,0.04356451559626228,0.3861621109752323,0.28846825672390697,13.118139619681202
0.08726863749995624,0.03007735324807814,0.3991731315761241,0.37181489919087657,0.11166597848496487,12.274111919862525
0.42065726341029486,0.02286263029436194,0.07904872578624737,0.40144930678867147,0.07598207372042444,13.846560623122166
0.15642413942424083,0.0779110465239316,0.049268799964770155,0.6354596377921427,0.0809363762949148,12.739439267505498
0.5858540690638524,0.06818256434267415,0.06253454052037938,0.00825297246378027,0.27517585360931396,12.504525285675124
0.06808656970622518,0.29588734273561773,0.09493232262837718,0.5106995469018939,0.03039421802788603,12.635805822624121
0.24464418744873997,0.18065220203533375,0.1776285990056013,0.22454495230045113,0.17253005920987383,12.69704983242397
0.2114936933418775,0.030236999154809218,0.007106517200602334,0.5451023314721148,0.20606045883059615,13.553397245276148
0.4344971790652523,0.1792426218530081,0.03404956972761943,0.03649581355441234,0.31571481579970784,13.575836925249563
0.23429346049622396,0.09319162399229879,0.2816889627385587,0.027634001164302164,0.36319195160861645,11.354452895827581
0.10799773000083392,0.5505506072209777,0.12807693233512507,0.2093459764343305,0.004028754008732967,10.876486426909608
0.030220093370168982,0.20027156805014398,0.2627233036530096,0.36821836406002345,0.13856667086665395,12.194641865378903
0.2213968116198675,0.366759801393325,0.2821943985026804,0.007537552197029672,0.12211143628709735,12.361901933923331
0.01997425212454934,0.0499351628659337,0.777895648750461,0.02769978794915091,0.12449514830990516,10.07641981354972
0.2831448074003834,0.35651771911918545,0.24121757393688456,0.0028877601543121586,0.11623213938923443,10.366776740678525
0.5328423412798915,0.06720248655246362,0.31548193409496805,0.024673727449430277,0.05979951062324669,11.871034957963554
0.1184833722983329,0.03336030903929883,0.1963982940243479,0.2739933172433315,0.3777647073946888,13.273316121851725
0.08107401398984398,0.06654219024836965,0.04009525749567769,0.367299040463153,0.4449894978029557,13.260622335712526
0.006615427521833892,0.5672695651224402,0.011000478746243996,0.1606362162773861,0.25447831233209595,12.489618503559415
0.2917362142254864,0.17838198505475647,0.2305328807402982,0.05907982881387824,0.24026909116558062,11.863489395419625
0.015376774476300582,0.4146897630246355,0.14605365362721479,0.313017045417789,0.11086276345406011,12.565274209971404
